,loss,accuracy,val_loss,val_accuracy
0,1.6290342807769775,0.5219666957855225,0.904947817325592,0.6978999972343445
1,0.727271556854248,0.7641333341598511,0.5526119470596313,0.8240000009536743
2,0.5029975771903992,0.8502166867256165,0.47101134061813354,0.8646000027656555
3,0.4234735369682312,0.8841500282287598,0.40927815437316895,0.8902000188827515
4,0.39403092861175537,0.901199996471405,0.3644378185272217,0.9111999869346619
5,0.3818305432796478,0.9108833074569702,0.35581544041633606,0.9211999773979187
6,0.3770679533481598,0.9162833094596863,0.36304518580436707,0.9233999848365784
7,0.3712402880191803,0.9215999841690063,0.34185829758644104,0.9275000095367432
8,0.35334542393684387,0.9248499870300293,0.32312560081481934,0.9330999851226807
9,0.34372109174728394,0.9287333488464355,0.31300780177116394,0.9341999888420105
10,0.33863383531570435,0.9311166405677795,0.3013322353363037,0.9377999901771545
11,0.3263225555419922,0.9337499737739563,0.30512282252311707,0.9376000165939331
12,0.3280988037586212,0.9334333539009094,0.3009999394416809,0.9409000277519226
13,0.3228580951690674,0.9351500272750854,0.29806968569755554,0.9401000142097473
14,0.3238801956176758,0.935533344745636,0.29310011863708496,0.9412000179290771
