,loss,accuracy,val_loss,val_accuracy
0,1.0583029985427856,0.6766166687011719,0.5283790230751038,0.8492000102996826
1,0.48177844285964966,0.8724333047866821,0.4390470087528229,0.8894000053405762
2,0.4355497658252716,0.8958166837692261,0.3676510453224182,0.9156000018119812
3,0.3987561762332916,0.910966694355011,0.374128520488739,0.9226999878883362
4,0.40557390451431274,0.9164833426475525,0.36746689677238464,0.9247999787330627
5,0.3961474299430847,0.9197166562080383,0.37234196066856384,0.9280999898910522
6,0.39624476432800293,0.923550009727478,0.3506404459476471,0.9326000213623047
7,0.38016483187675476,0.9286666512489319,0.3327654302120209,0.9330999851226807
8,0.3870960474014282,0.9278333187103271,0.34387338161468506,0.9352999925613403
9,0.40663835406303406,0.9292166829109192,0.3635861575603485,0.933899998664856
10,0.4058845043182373,0.9296166896820068,0.4039517045021057,0.9294999837875366
11,0.43673819303512573,0.9286999702453613,0.3849666118621826,0.933899998664856
12,0.45529693365097046,0.9279000163078308,0.39670470356941223,0.9354000091552734
13,0.479977548122406,0.9275000095367432,0.4463505446910858,0.9277999997138977
14,0.498593270778656,0.9275000095367432,0.4385296404361725,0.932699978351593
