,loss,accuracy,val_loss,val_accuracy
0,1.525317907333374,0.5218666791915894,0.8364731073379517,0.7192000150680542
1,0.6714687943458557,0.7724833488464355,0.5081264972686768,0.8330000042915344
2,0.4733220934867859,0.8628000020980835,0.3858899474143982,0.8932999968528748
3,0.41819676756858826,0.8908500075340271,0.36436936259269714,0.9071999788284302
4,0.3989461362361908,0.9032333493232727,0.34398511052131653,0.917900025844574
5,0.38298091292381287,0.910966694355011,0.34770509600639343,0.9193999767303467
6,0.3719977140426636,0.9168333411216736,0.3251793384552002,0.926800012588501
7,0.36055079102516174,0.9216833114624023,0.3140411376953125,0.9296000003814697
8,0.3475816249847412,0.9259833097457886,0.3009820878505707,0.9327999949455261
9,0.3366439640522003,0.9293500185012817,0.29317113757133484,0.9359999895095825
10,0.3266160190105438,0.9314666390419006,0.2833118438720703,0.9391000270843506
11,0.31546249985694885,0.9351666569709778,0.2755959630012512,0.9412999749183655
12,0.30655261874198914,0.9376166462898254,0.26162663102149963,0.9445000290870667
13,0.2963241934776306,0.9394166469573975,0.25618261098861694,0.9445000290870667
14,0.2882523238658905,0.94118332862854,0.2505834400653839,0.9460999965667725
