,loss,accuracy,val_loss,val_accuracy
0,0.9002789258956909,0.7115166783332825,0.3920924961566925,0.892300009727478
1,0.3598426878452301,0.9041666388511658,0.2938852310180664,0.9286999702453613
2,0.3178730607032776,0.9246833324432373,0.2711828351020813,0.9366999864578247
3,0.2906898558139801,0.9343666434288025,0.2492765188217163,0.942799985408783
4,0.27948179841041565,0.9403833150863647,0.21648862957954407,0.9496999979019165
5,0.2557218372821808,0.9444833397865295,0.20498432219028473,0.954800009727478
6,0.2549992799758911,0.9476333260536194,0.21617810428142548,0.9549000263214111
7,0.25596684217453003,0.9492999911308289,0.21451090276241302,0.9564999938011169
8,0.26225656270980835,0.9492666721343994,0.24683809280395508,0.9528999924659729
9,0.26492229104042053,0.9505166411399841,0.23340746760368347,0.9555000066757202
10,0.27326565980911255,0.949833333492279,0.2514731287956238,0.9520000219345093
11,0.2685152590274811,0.9520666599273682,0.221821129322052,0.9585999846458435
12,0.273899644613266,0.9511666893959045,0.24356774985790253,0.9559999704360962
13,0.29233941435813904,0.9494333267211914,0.25462284684181213,0.953499972820282
14,0.3030826449394226,0.9503166675567627,0.26143503189086914,0.9538999795913696
