,loss,accuracy,val_loss,val_accuracy
0,1.1072077751159668,0.6687333583831787,0.46375423669815063,0.8600999712944031
1,0.442924827337265,0.8755666613578796,0.36648669838905334,0.9039000272750854
2,0.3853664696216583,0.9035333395004272,0.3410137891769409,0.9204000234603882
3,0.35912734270095825,0.9164000153541565,0.324489563703537,0.9297999739646912
4,0.3374441862106323,0.9251000285148621,0.2937379777431488,0.9358000159263611
5,0.3174879252910614,0.9315000176429749,0.2856740653514862,0.9394999742507935
6,0.3050142526626587,0.9354833364486694,0.2751534879207611,0.9430999755859375
7,0.29667431116104126,0.9385166764259338,0.26190683245658875,0.9455000162124634
8,0.28657829761505127,0.941433310508728,0.25419002771377563,0.9484000205993652
9,0.2712758183479309,0.9449999928474426,0.23530705273151398,0.9498000144958496
10,0.26298484206199646,0.9467666745185852,0.22948187589645386,0.9523000121116638
11,0.2526974678039551,0.9497500061988831,0.2183888703584671,0.9546999931335449
12,0.25048089027404785,0.9509333372116089,0.21322010457515717,0.9555000066757202
13,0.24268069863319397,0.9518499970436096,0.21926341950893402,0.9573000073432922
14,0.24113968014717102,0.9524166584014893,0.21215784549713135,0.9580000042915344
