,loss,accuracy,val_loss,val_accuracy
0,1.5611531734466553,0.5005499720573425,0.8868923783302307,0.7028999924659729
1,0.7222356200218201,0.7658500075340271,0.5743628144264221,0.8242999911308289
2,0.5464150309562683,0.8434500098228455,0.48432445526123047,0.8700000047683716
3,0.5100293159484863,0.8713499903678894,0.46376654505729675,0.8888999819755554
4,0.4871921241283417,0.8847000002861023,0.44016844034194946,0.9002000093460083
5,0.4634636342525482,0.8960999846458435,0.42530280351638794,0.9053999781608582
6,0.45506319403648376,0.9020500183105469,0.4146469533443451,0.9096999764442444
7,0.4622661769390106,0.9054833054542542,0.445781409740448,0.9121000170707703
8,0.4643642008304596,0.9088833332061768,0.41950589418411255,0.9182000160217285
9,0.4577333331108093,0.9123333096504211,0.4291659891605377,0.9197999835014343
10,0.4522063434123993,0.9133999943733215,0.4244643449783325,0.9210000038146973
11,0.4376113712787628,0.9166333079338074,0.39589911699295044,0.9259999990463257
12,0.4210096597671509,0.9205833077430725,0.37632766366004944,0.9264000058174133
13,0.4217137396335602,0.921833336353302,0.39381131529808044,0.9282000064849854
14,0.4080119729042053,0.9234833121299744,0.35133108496665955,0.9319999814033508
