,loss,accuracy,val_loss,val_accuracy
0,1.6319515705108643,0.5363666415214539,0.8527939915657043,0.762499988079071
1,0.7176927924156189,0.7807999849319458,0.5861558318138123,0.830299973487854
2,0.570759654045105,0.8395000100135803,0.537233293056488,0.8628000020980835
3,0.5415956974029541,0.8622666597366333,0.5058432817459106,0.8765000104904175
4,0.5047264695167542,0.8788999915122986,0.4650757908821106,0.8938999772071838
5,0.50550776720047,0.8859999775886536,0.4653474986553192,0.8988999724388123
6,0.5013240575790405,0.892549991607666,0.4681887924671173,0.9014000296592712
7,0.5067270994186401,0.8971999883651733,0.44366368651390076,0.909500002861023
8,0.4784846305847168,0.9021000266075134,0.43896979093551636,0.9107999801635742
9,0.47453901171684265,0.9055333137512207,0.4423469007015228,0.9156000018119812
10,0.4743405878543854,0.909583330154419,0.42479413747787476,0.920799970626831
11,0.47010737657546997,0.9130499958992004,0.4157480299472809,0.9232000112533569
12,0.4529040455818176,0.9158833622932434,0.4109981060028076,0.9259999990463257
13,0.44908255338668823,0.9168166518211365,0.42087194323539734,0.925599992275238
14,0.4549570083618164,0.9168999791145325,0.4469195604324341,0.9222999811172485
