,loss,accuracy,val_loss,val_accuracy
0,1.6512904167175293,0.4602166712284088,0.9521480202674866,0.6991000175476074
1,0.749878466129303,0.7629333138465881,0.5741007924079895,0.8296999931335449
2,0.5385295152664185,0.8438500165939331,0.44954773783683777,0.8748000264167786
3,0.4520423114299774,0.8792166709899902,0.40925589203834534,0.8924999833106995
4,0.43048161268234253,0.8895666599273682,0.38750097155570984,0.8988999724388123
5,0.4082278907299042,0.8984666466712952,0.37502923607826233,0.9083999991416931
6,0.3889520764350891,0.9040833115577698,0.3530656397342682,0.9110000133514404
7,0.37810760736465454,0.9091833233833313,0.3555585443973541,0.9161999821662903
8,0.36376914381980896,0.9125166535377502,0.3315075933933258,0.9211000204086304
9,0.34630370140075684,0.9164666533470154,0.3242477774620056,0.9218000173568726
10,0.3446783721446991,0.9177833199501038,0.3242836892604828,0.9222000241279602
11,0.3523613214492798,0.917116641998291,0.33439871668815613,0.9240999817848206
12,0.3587954640388489,0.9181333184242249,0.3403620719909668,0.9229000210762024
13,0.35967689752578735,0.9190999865531921,0.3379325866699219,0.925000011920929
14,0.3530530631542206,0.9194166660308838,0.33061718940734863,0.923799991607666
